Data, Godzina pomiaru, Miasto, Temperatura, WilgodnoÅ›Ä‡, Opady
2020-08-23,8,Olsztyn,19.9,84.7,1.3
2020-08-23,8,Poznañ,20.4,66.6,0.7
2020-08-23,8,Szczecin,19.4,70.5,4.5

2020-08-23,8,Wroc³aw,19.7,89.7,15.2
2020-08-23,7,Bydgoszcz,17.6,89.0,22.6
2020-08-23,8,Toruñ,18.5,77.6,4
2020-08-23,8,Lublin,20.5,84.7,6.7
2020-08-23,8,Gorzów Wielkopolski,18.7,92.0,1
2020-08-23,8,Zielona Góra,19.8,83.6,1.6
2020-08-23,8,LódŸ,19.5,78.8,3.5
2020-08-23,8,Kraków,20.5,81.5,2.5
2020-08-23,8,Warszawa,19.1,79.8,0.2
2020-08-23,8,Opole,21.2,81.6,0.7
2020-08-23,8,Rzeczów,10.2,98.6,0.3
2020-08-23,8,Bia³ystok,19.6,92.6,16.8
2020-08-23,8,Gdañsk,22.4,72.3,11
2020-08-23,8,Katowice,18.5,95.6,12.6
2020-08-23,8,Kielce,19.9,82.5,46.2
2020-08-23,8,Olsztyn,19.9,84.7,1.3
2020-08-23,8,Poznañ,20.4,66.6,0.7
2020-08-23,8,Szczecin,19.4,70.5,4.5

2020-08-23,9,Wroc³aw,20.5,86.9,15.2
2020-08-23,9,Bydgoszcz,19.4,80.9,22.6
2020-08-23,9,Toruñ,20.4,63.6,4
2020-08-23,9,Lublin,21.3,78.5,6.7
2020-08-23,9,Gorzów Wielkopolski,19.2,88.5,1
2020-08-23,9,Zielona Góra,21.3,76.5,1.6
2020-08-23,9,LódŸ,22,58.2,3.5
2020-08-23,9,Kraków,21.7,71.3,2.5
2020-08-23,9,Warszawa,21.8,63.4,0.2
2020-08-23,9,Opole,22.6,66.5,0.7
2020-08-23,9,Rzeczów,9.8,98.0,0.3
2020-08-23,9,Bia³ystok,20.8,77.4,16.8
2020-08-23,9,Gdañsk,23,67.4,11
2020-08-23,9,Katowice,18.2,96.2,12.6
2020-08-23,9,Kielce,22,63.4,46.2
2020-08-23,9,Olsztyn,21.3,75.5,1.3
2020-08-23,9,Poznañ,21.1,59.2,0.7
2020-08-23,9,Szczecin,21.1,61.2,4.5

2020-08-23,10,Wroc³aw,21.9,81.6,15.2
2020-08-23,9,Bydgoszcz,19.4,80.9,22.6
2020-08-23,10,Toruñ,21.7,52.3,4
2020-08-23,10,Lublin,22.8,68.3,6.7
2020-08-23,10,Gorzów Wielkopolski,20.6,76.4,1
2020-08-23,10,Zielona Góra,22.5,69.6,1.6
2020-08-23,10,LódŸ,23.6,50.3,3.5
2020-08-23,10,Kraków,22.6,63.1,2.5
2020-08-23,10,Warszawa,21.3,52.2,0.2
2020-08-23,10,Opole,23.4,54.1,0.7
2020-08-23,10,Rzeczów,10.2,98.6,0.3
2020-08-23,10,Bia³ystok,22.6,75.7,16.8
2020-08-23,10,Gdañsk,23.9,65.4,11
2020-08-23,10,Katowice,18.9,95.0,12.6
2020-08-23,10,Kielce,21.4,62.5,46.2
2020-08-23,10,Olsztyn,23.7,59.3,1.3
2020-08-23,10,Poznañ,22.6,52.1,0.7
2020-08-23,10,Szczecin,21.3,59.3,4.5
2020-08-23,11,Wroc³aw,21.8,75.6,15.2
2020-08-23,11,Bydgoszcz,22.3,65.2,22.6
2020-08-23,11,Toruñ,22.4,48.4,4
2020-08-23,10,Lublin,22.8,68.3,6.7
2020-08-23,11,Gorzów Wielkopolski,20.9,72.6,1
2020-08-23,11,Zielona Góra,24.6,50.2,1.6
2020-08-23,11,LódŸ,24.2,44.1,3.5
2020-08-23,10,Kraków,22.6,63.1,2.5
2020-08-23,11,Warszawa,24.2,42.1,0.2
2020-08-23,11,Opole,23.5,50.3,0.7
2020-08-23,11,Rzeczów,10.3,98.7,0.3
2020-08-23,11,Bia³ystok,23.2,68.3,16.8
2020-08-23,11,Gdañsk,23.5,65.4,11
2020-08-23,11,Katowice,20,86.9,12.6
2020-08-23,11,Kielce,23.1,51.2,46.2
2020-08-23,11,Olsztyn,24.6,49.2,1.3
2020-08-23,11,Poznañ,19.9,73.4,0.7
2020-08-23,11,Szczecin,22.3,49.4,4.5

2020-08-23,13,Wroc³aw,21,77.5,15.2
2020-08-23,13,Bydgoszcz,22.9,55.4,22.6
2020-08-23,13,Toruñ,22.1,44.2,4
2020-08-23,13,Lublin,24.7,52.2,6.7
2020-08-23,13,Gorzów Wielkopolski,23.7,46.1,1
2020-08-23,13,Zielona Góra,25.9,35.2,1.6
2020-08-23,13,LódŸ,24.6,36.1,3.5
2020-08-23,13,Kraków,23.5,49.3,2.5
2020-08-23,13,Warszawa,21.1,56.1,0.2
2020-08-23,13,Opole,25.2,48.0,0.7
2020-08-23,13,Rzeczów,10.6,98.0,0.3
2020-08-23,13,Bia³ystok,23.7,60.1,16.8
2020-08-23,13,Gdañsk,23.5,57.4,11
2020-08-23,13,Katowice,22.9,64.4,12.6
2020-08-23,13,Kielce,23.4,48.3,46.2
2020-08-23,13,Olsztyn,24.9,45.2,1.3
2020-08-23,13,Poznañ,20.6,65.3,0.7
2020-08-23,13,Szczecin,21.6,57.4,4.5

2020-08-23,14,Wroc³aw,21,78.5,15.2
2020-08-23,14,Bydgoszcz,22.9,58.4,22.6
2020-08-23,14,Toruñ,23.3,44.2,4
2020-08-23,14,Lublin,24.3,50.1,6.7
2020-08-23,14,Gorzów Wielkopolski,23.6,39.2,1
2020-08-23,14,Zielona Góra,24.4,40.2,1.6
2020-08-23,14,LódŸ,24.9,34.3,3.5
2020-08-23,14,Kraków,22.3,55.3,2.5
2020-08-23,14,Warszawa,21.4,58.5,0.2
2020-08-23,14,Opole,25.7,42.2,0.7
2020-08-23,14,Rzeczów,7.5,93.9,0.3
2020-08-23,14,Bia³ystok,23.9,59.4,16.8
2020-08-23,14,Gdañsk,25.1,46.2,11
2020-08-23,14,Katowice,23.5,62.1,12.6
2020-08-23,14,Kielce,24.4,45.1,46.2
2020-08-23,14,Olsztyn,26,40.0,1.3
2020-08-23,14,Poznañ,21,68.5,0.7
2020-08-23,14,Szczecin,22.3,55.3,4.5

2020-08-23,15,Wroc³aw,21.8,73.7,15.2
2020-08-23,15,Bydgoszcz,21.9,65.5,22.6
2020-08-23,15,Toruñ,23,41.3,4
2020-08-23,15,Lublin,23.8,51.0,6.7
2020-08-23,15,Gorzów Wielkopolski,22,47.3,1
2020-08-23,15,Zielona Góra,25,39.3,1.6
2020-08-23,15,LódŸ,24.2,35.3,3.5
2020-08-23,15,Kraków,22,64.3,2.5
2020-08-23,15,Warszawa,20.4,69.2,0.2
2020-08-23,15,Opole,25.9,40.0,0.7
2020-08-23,15,Rzeczów,9.2,87.7,0.3
2020-08-23,15,Bia³ystok,23.5,56.3,16.8
2020-08-23,15,Gdañsk,24,52.1,11
2020-08-23,15,Katowice,22.8,65.3,12.6
2020-08-23,15,Kielce,23.4,49.2,46.2
2020-08-23,15,Olsztyn,25.4,44.1,1.3
2020-08-23,15,Poznañ,21,61.2,0.7
2020-08-23,15,Szczecin,21.6,53.3,4.5

2020-08-23,16,Wroc³aw,21.5,76.5,15.2
2020-08-23,16,Bydgoszcz,21.7,64.2,22.6
2020-08-23,16,Toruñ,23.1,38.3,4
2020-08-23,16,Lublin,23.4,52.3,6.7
2020-08-23,16,Gorzów Wielkopolski,21.8,46.3,1
2020-08-23,16,Zielona Góra,24.6,39.2,1.6
2020-08-23,16,LódŸ,24,39.3,3.5
2020-08-23,16,Kraków,22.1,63.5,2.5
2020-08-23,16,Warszawa,20.4,69.2,0.2
2020-08-23,16,Opole,24.7,48.3,0.7
2020-08-23,16,Rzeczów,11,81.5,0.3
2020-08-23,16,Bia³ystok,22.8,66.1,16.8
2020-08-23,16,Gdañsk,23.1,54.4,11
2020-08-23,16,Katowice,22.4,66.5,12.6
2020-08-23,16,Kielce,23.8,45.2,46.2
2020-08-23,16,Olsztyn,24.1,47.2,1.3
2020-08-23,16,Poznañ,19.5,76.8,0.7
2020-08-23,16,Szczecin,20,64.3,4.5


2020-08-23,17,Wroc³aw,19.7,85.7,15.2
2020-08-23,17,Bydgoszcz,20.5,77.4,22.6
2020-08-23,17,Toruñ,22.2,38.3,4
2020-08-23,17,Lublin,22,57.5,6.7
2020-08-23,17,Gorzów Wielkopolski,20.5,60.3,1
2020-08-23,17,Zielona Góra,20.5,70.6,1.6
2020-08-23,17,LódŸ,21.7,50.2,3.5
2020-08-23,17,Kraków,21.2,64.6,2.5
2020-08-23,17,Warszawa,17.1,76.4,0.2
2020-08-23,17,Opole,22.5,53.2,0.7
2020-08-23,17,Rzeczów,10.2,80.8,0.3
2020-08-23,16,Bia³ystok,22.8,66.1,16.8
2020-08-23,17,Gdañsk,22.5,53.2,11
2020-08-23,17,Katowice,21.1,70.3,12.6
2020-08-23,17,Kielce,22.4,53.1,46.2
2020-08-23,17,Olsztyn,23.6,43.1,1.3
2020-08-23,17,Poznañ,18.7,79.7,0.7
2020-08-23,17,Szczecin,19.9,65.6,4.5

Data,Godzina pobrania,Miasto,Temperatura,Wilgodnoœæ,Opady
2020-08-23,17,Wroc³aw,19.7,85.7,15.2
2020-08-23,17,Bydgoszcz,20.5,77.4,22.6
2020-08-23,17,Toruñ,22.2,38.3,4
2020-08-23,17,Lublin,22,57.5,6.7
2020-08-23,17,Gorzów Wielkopolski,20.5,60.3,1
2020-08-23,17,Zielona Góra,20.5,70.6,1.6
2020-08-23,17,LódŸ,21.7,50.2,3.5
2020-08-23,17,Kraków,21.2,64.6,2.5
2020-08-23,17,Warszawa,17.1,76.4,0.2
2020-08-23,17,Opole,22.5,53.2,0.7
2020-08-23,17,Rzeczów,10.2,80.8,0.3
2020-08-23,16,Bia³ystok,22.8,66.1,16.8
2020-08-23,17,Gdañsk,22.5,53.2,11
2020-08-23,17,Katowice,21.1,70.3,12.6
2020-08-23,17,Kielce,22.4,53.1,46.2
2020-08-23,17,Olsztyn,23.6,43.1,1.3
2020-08-23,17,Poznañ,18.7,79.7,0.7
2020-08-23,17,Szczecin,19.9,65.6,4.5
Data,Godzina pobrania,Miasto,Temperatura,Wilgodnoœæ,Opady
2020-08-23,17,Wroc³aw,19.7,85.7,15.2
2020-08-23,17,Bydgoszcz,20.5,77.4,22.6
2020-08-23,17,Toruñ,22.2,38.3,4
2020-08-23,17,Lublin,22,57.5,6.7
2020-08-23,17,Gorzów Wielkopolski,20.5,60.3,1
2020-08-23,17,Zielona Góra,20.5,70.6,1.6
2020-08-23,17,LódŸ,21.7,50.2,3.5
2020-08-23,17,Kraków,21.2,64.6,2.5
2020-08-23,17,Warszawa,17.1,76.4,0.2
2020-08-23,17,Opole,22.5,53.2,0.7
2020-08-23,17,Rzeczów,10.2,80.8,0.3
2020-08-23,16,Bia³ystok,22.8,66.1,16.8
2020-08-23,17,Gdañsk,22.5,53.2,11
2020-08-23,17,Katowice,21.1,70.3,12.6
2020-08-23,17,Kielce,22.4,53.1,46.2
2020-08-23,17,Olsztyn,23.6,43.1,1.3
2020-08-23,17,Poznañ,18.7,79.7,0.7
2020-08-23,17,Szczecin,19.9,65.6,4.5
Data,Godzina pobrania,Miasto,Temperatura,Wilgodnoœæ,Opady
2020-08-23,17,Wroc³aw,19.7,85.7,15.2
2020-08-23,17,Bydgoszcz,20.5,77.4,22.6
2020-08-23,17,Toruñ,22.2,38.3,4
2020-08-23,17,Lublin,22,57.5,6.7
2020-08-23,17,Gorzów Wielkopolski,20.5,60.3,1
2020-08-23,17,Zielona Góra,20.5,70.6,1.6
2020-08-23,17,LódŸ,21.7,50.2,3.5
2020-08-23,17,Kraków,21.2,64.6,2.5
2020-08-23,17,Warszawa,17.1,76.4,0.2
2020-08-23,17,Opole,22.5,53.2,0.7
2020-08-23,17,Rzeczów,10.2,80.8,0.3
2020-08-23,16,Bia³ystok,22.8,66.1,16.8
2020-08-23,17,Gdañsk,22.5,53.2,11
2020-08-23,17,Katowice,21.1,70.3,12.6
2020-08-23,17,Kielce,22.4,53.1,46.2
2020-08-23,17,Olsztyn,23.6,43.1,1.3
2020-08-23,17,Poznañ,18.7,79.7,0.7
2020-08-23,17,Szczecin,19.9,65.6,4.5
Data,Godzina pobrania,Miasto,Temperatura,Wilgodnoœæ,Opady
2020-08-23,17,Wroc³aw,19.7,85.7,15.2
2020-08-23,17,Bydgoszcz,20.5,77.4,22.6
2020-08-23,17,Toruñ,22.2,38.3,4
2020-08-23,17,Lublin,22,57.5,6.7
2020-08-23,17,Gorzów Wielkopolski,20.5,60.3,1
2020-08-23,17,Zielona Góra,20.5,70.6,1.6
2020-08-23,17,LódŸ,21.7,50.2,3.5
2020-08-23,17,Kraków,21.2,64.6,2.5
2020-08-23,17,Warszawa,17.1,76.4,0.2
2020-08-23,17,Opole,22.5,53.2,0.7
2020-08-23,17,Rzeczów,10.2,80.8,0.3
2020-08-23,16,Bia³ystok,22.8,66.1,16.8
2020-08-23,17,Gdañsk,22.5,53.2,11
2020-08-23,17,Katowice,21.1,70.3,12.6
2020-08-23,17,Kielce,22.4,53.1,46.2
2020-08-23,17,Olsztyn,23.6,43.1,1.3
2020-08-23,17,Poznañ,18.7,79.7,0.7
2020-08-23,17,Szczecin,19.9,65.6,4.5
Data,Godzina pobrania,Miasto,Temperatura,Wilgodnoœæ,Opady
2020-08-23,17,Wroc³aw,19.7,85.7,15.2
2020-08-23,17,Bydgoszcz,20.5,77.4,22.6
2020-08-23,17,Toruñ,22.2,38.3,4
2020-08-23,17,Lublin,22,57.5,6.7
2020-08-23,17,Gorzów Wielkopolski,20.5,60.3,1
2020-08-23,17,Zielona Góra,20.5,70.6,1.6
2020-08-23,17,LódŸ,21.7,50.2,3.5
2020-08-23,17,Kraków,21.2,64.6,2.5
2020-08-23,17,Warszawa,17.1,76.4,0.2
2020-08-23,17,Opole,22.5,53.2,0.7
2020-08-23,17,Rzeczów,10.2,80.8,0.3
2020-08-23,16,Bia³ystok,22.8,66.1,16.8
2020-08-23,17,Gdañsk,22.5,53.2,11
2020-08-23,17,Katowice,21.1,70.3,12.6
2020-08-23,17,Kielce,22.4,53.1,46.2
2020-08-23,17,Olsztyn,23.6,43.1,1.3
2020-08-23,17,Poznañ,18.7,79.7,0.7
2020-08-23,17,Szczecin,19.9,65.6,4.5
Data,Godzina pobrania,Miasto,Temperatura,Wilgodnoœæ,Opady
2020-08-23,19,Wroc³aw,17.9,91.9,15.2
2020-08-23,19,Bydgoszcz,17.3,78.5,22.6
2020-08-23,19,Toruñ,17.4,55.3,4
2020-08-23,19,Lublin,19.2,70.4,6.7
2020-08-23,19,Gorzów Wielkopolski,16.7,85.5,1
2020-08-23,19,Zielona Góra,18.7,80.8,1.6
2020-08-23,19,LódŸ,19,65.4,3.5
2020-08-23,19,Kraków,19.7,67.3,2.5
2020-08-23,19,Warszawa,14.4,94.9,0.2
2020-08-23,19,Opole,19.6,67.3,0.7
2020-08-23,19,Rzeczów,7.8,95.9,0.3
2020-08-23,19,Bia³ystok,16.2,86.0,16.8
2020-08-23,19,Gdañsk,18.2,69.3,11
2020-08-23,19,Katowice,16.2,93.7,12.6
2020-08-23,19,Kielce,15.9,87.7,46.2
2020-08-23,19,Olsztyn,19.9,56.3,1.3
2020-08-23,19,Poznañ,17.8,76.5,0.7
2020-08-23,19,Szczecin,17.4,78.5,4.5

2020-08-24,17,Wroc³aw,18.9,67.6,0
2020-08-24,16,Bydgoszcz,22.2,46.1,0.3
2020-08-24,17,Toruñ,19.4,54.3,0
2020-08-24,17,Lublin,20.1,57.4,0.01
2020-08-24,17,Gorzów Wielkopolski,17.5,78.5,0.01
2020-08-24,17,Zielona Góra,19,73.7,0
2020-08-24,17,LódŸ,20.6,53.5,0
2020-08-24,17,Kraków,17,93.7,0
2020-08-24,17,Warszawa,17.9,73.6,0.5
2020-08-24,17,Opole,21.2,55.4,0
2020-08-24,17,Rzeczów,8.2,97.3,9.3
2020-08-24,17,Bia³ystok,19.2,68.6,0.3
2020-08-24,17,Gdañsk,21.3,53.3,0
2020-08-24,17,Katowice,20.8,54.2,5.2
2020-08-24,17,Kielce,20.5,50.3,0.4
2020-08-24,17,Olsztyn,22.2,47.4,0
2020-08-24,17,Poznañ,15.2,93.6,0.01
2020-08-24,17,Szczecin,17.2,89.5,0

2020-08-24,18,Wroc³aw,16.6,79.5,0
2020-08-24,18,Bydgoszcz,16.8,70.5,0.3
2020-08-24,18,Toruñ,17.6,63.4,0
2020-08-24,18,Lublin,18.4,62.3,0.01
2020-08-24,18,Gorzów Wielkopolski,16.4,82.7,0.01
2020-08-24,18,Zielona Góra,18.8,75.7,0
2020-08-24,18,LódŸ,19.4,55.4,0
2020-08-24,18,Kraków,16.7,93.1,0
2020-08-24,18,Warszawa,17.4,74.5,0.5
2020-08-24,18,Opole,19.5,61.3,0
2020-08-24,18,Rzeczów,8.3,98.0,9.3
2020-08-24,18,Bia³ystok,16.5,80.5,0.3
2020-08-24,18,Gdañsk,18.6,63.6,0
2020-08-24,18,Katowice,18.3,65.3,5.2
2020-08-24,18,Kielce,19,56.4,0.4
2020-08-24,18,Olsztyn,20.3,54.5,0
2020-08-24,18,Poznañ,15,93.6,0.01
2020-08-24,18,Szczecin,14.8,90.0,0

2020-08-24,20,Wroc³aw,13.8,91.7,0
2020-08-24,20,Bydgoszcz,14.1,84.7,0.3
2020-08-24,20,Toruñ,15.4,73.7,0
2020-08-24,20,Lublin,17.4,68.7,0.01
2020-08-24,20,Gorzów Wielkopolski,14.9,90.0,0.01
2020-08-24,20,Zielona Góra,16.5,83.8,0
2020-08-24,20,LódŸ,17.5,70.6,0
2020-08-24,20,Kraków,15.8,93.7,0
2020-08-24,20,Warszawa,15.3,82.6,0.5
2020-08-24,20,Opole,18.2,68.4,0
2020-08-24,20,Rzeczów,8,97.9,9.3
2020-08-24,20,Bia³ystok,14,91.7,0.3
2020-08-24,20,Gdañsk,16.3,69.5,0
2020-08-24,20,Katowice,14.1,88.7,5.2
2020-08-24,20,Kielce,15.9,86.0,0.4
2020-08-24,20,Olsztyn,16.2,70.4,0
2020-08-24,20,Poznañ,14.3,93.0,0.01
2020-08-24,20,Szczecin,14.6,93.0,0

2020-08-25,5,Wroc³aw,12.9,98.0,0
2020-08-25,5,Bydgoszcz,15,79.8,0.3
2020-08-25,5,Toruñ,12.9,91.7,0
2020-08-25,5,Lublin,13.6,94.2,0.01
2020-08-25,5,Gorzów Wielkopolski,13.8,83.5,0.01
2020-08-25,5,Zielona Góra,15.1,84.8,0
2020-08-25,5,LódŸ,12.8,94.2,0
2020-08-25,5,Kraków,15.9,86.0,0
2020-08-25,5,Warszawa,8.7,100.0,0.5
2020-08-25,5,Opole,13.3,98.7,0
2020-08-25,5,Rzeczów,5.2,93.2,9.3
2020-08-25,5,Bia³ystok,15.1,85.9,0.3
2020-08-25,5,Gdañsk,14.2,87.0,0
2020-08-25,5,Katowice,10,96.7,5.2
2020-08-25,5,Kielce,12.2,100.0,0.4
2020-08-25,5,Olsztyn,14.4,87.6,0
2020-08-25,5,Poznañ,13.6,94.8,0.01
2020-08-25,5,Szczecin,13.1,94.8,0


2020-08-25,6,Wroc³aw,16.2,86.0,0
2020-08-25,6,Bydgoszcz,15.6,77.8,0
2020-08-25,6,Toruñ,13.5,86.9,0.01
2020-08-25,6,Lublin,14.3,91.8,0.2
2020-08-25,6,Gorzów Wielkopolski,14.6,82.5,0.01
2020-08-25,6,Zielona Góra,16.2,76.8,0
2020-08-25,6,LódŸ,13.9,87.6,0.8
2020-08-25,6,Kraków,16.1,83.8,3.8
2020-08-25,6,Warszawa,12.4,92.9,0
2020-08-25,6,Opole,14.4,96.1,0.7
2020-08-25,6,Rzeczów,5.1,97.2,3.8
2020-08-25,6,Bia³ystok,14.6,93.6,0.7
2020-08-25,6,Gdañsk,15.1,84.8,0.01
2020-08-25,6,Katowice,13.2,94.2,0
2020-08-25,6,Kielce,13.8,93.0,0.1
2020-08-25,6,Olsztyn,15.2,87.7,0
2020-08-25,6,Poznañ,14.8,91.8,7.9
2020-08-25,6,Szczecin,14,93.0,5.2

2020-08-25,7,Wroc³aw,18.7,71.3,0
2020-08-25,7,Bydgoszcz,17.1,67.3,0
2020-08-25,7,Toruñ,14.1,83.0,0.01
2020-08-25,7,Lublin,17.4,68.7,0.2
2020-08-25,7,Gorzów Wielkopolski,15.7,74.7,0.01
2020-08-25,7,Zielona Góra,17.1,70.6,0
2020-08-25,7,LódŸ,15.6,81.5,0.8
2020-08-25,7,Kraków,16.3,79.5,3.8
2020-08-25,7,Warszawa,15.8,71.8,0
2020-08-25,7,Opole,16.3,86.0,0.7
2020-08-25,7,Rzeczów,5.8,93.9,3.8
2020-08-25,7,Bia³ystok,16.9,81.6,0.7
2020-08-25,7,Gdañsk,16.6,74.4,0.01
2020-08-25,7,Katowice,16.7,81.6,0
2020-08-25,7,Kielce,15.8,77.8,0.1
2020-08-25,7,Olsztyn,17.2,74.5,0
2020-08-25,7,Poznañ,14.8,93.6,7.9
2020-08-25,7,Szczecin,15,88.8,5.2

2020-08-25,10,Wroc³aw,18.4,66.7,0
2020-08-25,10,Bydgoszcz,19.6,56.2,0
2020-08-25,10,Toruñ,16.7,67.7,0.01
2020-08-25,10,Lublin,20.7,47.3,0.2
2020-08-25,10,Gorzów Wielkopolski,18.3,60.2,0.01
2020-08-25,10,Zielona Góra,19.5,56.6,0
2020-08-25,10,LódŸ,18.3,61.5,0.8
2020-08-25,10,Kraków,17.6,71.6,3.8
2020-08-25,10,Warszawa,19.2,48.3,0
2020-08-25,10,Opole,20.2,58.3,0.7
2020-08-25,10,Rzeczów,7.7,88.8,3.8
2020-08-25,10,Bia³ystok,19.8,58.6,0.7
2020-08-25,10,Gdañsk,19.6,58.5,0.01
2020-08-25,10,Katowice,20.4,61.5,0
2020-08-25,10,Kielce,19.6,45.5,0.1
2020-08-25,10,Olsztyn,20.3,53.4,0
2020-08-25,10,Poznañ,16,90.1,7.9
2020-08-25,10,Szczecin,17.9,74.6,5.2
Data,Godzina pobrania,Miasto,Temperatura,Wilgodnoœæ,Opady
2020-08-26,6,Wroc³aw,13.3,92.9,0.5
2020-08-26,6,Bydgoszcz,19.1,57.2,0
2020-08-26,6,Toruñ,14,91.7,2.4
2020-08-26,6,Lublin,16.8,66.4,0.01
2020-08-26,6,Gorzów Wielkopolski,15.1,74.6,0.01
2020-08-26,6,Zielona Góra,16.8,74.4,1.3
2020-08-26,6,LódŸ,15.5,91.8,5.1
2020-08-26,6,Kraków,16.9,74.4,1.6
2020-08-26,6,Warszawa,20,52.2,0
2020-08-26,6,Opole,17.9,68.4,0.01
2020-08-26,6,Rzeczów,7.8,73.9,0
2020-08-26,6,Bia³ystok,16.6,73.4,0
2020-08-26,6,Gdañsk,14.4,77.6,0.2
2020-08-26,6,Katowice,13.6,86.9,0.01
2020-08-26,6,Kielce,18.8,60.3,0.01
2020-08-26,6,Olsztyn,18.9,61.6,0.01
2020-08-26,6,Poznañ,15.4,93.7,15.3
2020-08-26,6,Szczecin,14.3,94.9,3.5

2020-08-28,8,Wroc³aw,15.4,90.6,4
2020-08-28,8,Bydgoszcz,18.9,53.4,0
2020-08-28,8,Toruñ,14,93.0,10.3
2020-08-28,8,Lublin,17.8,55.4,0.01
2020-08-28,8,Gorzów Wielkopolski,16.7,71.4,5.2
2020-08-28,8,Zielona Góra,17.8,68.4,13.6
2020-08-28,8,LódŸ,15,74.6,0
2020-08-28,8,Kraków,17,77.5,7.9
2020-08-28,8,Warszawa,19.8,51.5,0.01
2020-08-28,8,Opole,17.5,67.4,0.01
2020-08-28,8,Rzeczów,8.8,31.7,0
2020-08-28,8,Bia³ystok,18.2,61.5,0.01
2020-08-28,8,Gdañsk,17.2,65.6,6.6
2020-08-28,8,Katowice,17.8,61.4,0.4
2020-08-28,8,Kielce,16.5,64.5,0
2020-08-28,8,Olsztyn,16.6,73.4,0.3
2020-08-28,8,Poznañ,15.3,85.9,39.1
2020-08-28,8,Szczecin,15.2,86.5,24.4


